,AcresBurned,ArchiveYear,Counties,Extinguished,Location,Name,Started,Severity
174,6488,2014,Yolo,2014-07-12T18:00:00Z,"Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa ",Monticello Fire,2014-07-04T21:32:00Z,0.015816636
175,6258,2014,Shasta,2014-11-14T13:00:00Z,East Fork of the Coffee Creek Drainage,Coffee Fire,2014-07-30T20:30:00Z,0.015255936
176,5503,2014,Siskiyou,2014-08-18T10:00:00Z,near Little Deer Mountain along Highway 97,Little Deer Fire,2014-07-31T17:45:00Z,0.013415374
177,5367,2014,San Diego,2014-05-19T09:20:00Z,"Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton ",Tomahawk Fire,2014-05-14T09:45:00Z,0.01308383
178,4840,2014,Monterey,2014-06-21T19:00:00Z,"Nacimiento Fergusson Road & Stoney Valley, Fort Hunter Liggett",Stoney Fire,2014-06-19T15:14:00Z,0.011799094
179,4772,2014,Mariposa,2014-12-12T13:45:00Z,East of Little Yosemite Valley,Meadow Fire,2014-08-16T00:00:00Z,0.011633321
180,4689,2014,Mariposa,2014-08-10T08:15:00Z,Near Highway 140 and community of El Portal,El Portal Fire,2014-07-26T17:00:00Z,0.011430981
181,4300,2014,Napa,2014-07-09T18:00:00Z,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",Butts Fire,2014-07-01T12:08:00Z,0.010482666
182,4300,2014,Lake,2014-07-09T18:00:00Z,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",Butts Fire,2014-07-01T12:08:00Z,0.010482666
183,4240,2014,Amador,2014-08-02T19:15:00Z,"East of Highway 49, 5 miles north of Plymouth",Sand Fire,2014-07-25T16:34:00Z,0.010336396
184,4240,2014,El Dorado,2014-08-02T19:15:00Z,"East of Highway 49, 5 miles north of Plymouth",Sand Fire,2014-07-25T16:34:00Z,0.010336396
185,4045,2014,Kern,2014-08-27T18:00:00Z,"north side of Hwy 155, northwest of Wofford Heights",Way Fire,2014-08-18T14:30:00Z,0.009861019
186,3895,2014,Kern,2014-06-20T08:30:00Z,3 Miles south of Shirley Meadows,Shirley Fire,2014-06-13T17:00:00Z,0.009495345
187,2143,2014,San Bernardino,2014-05-05T17:30:00Z,North of Rancho Cucamonga,Etiwanda Fire,2014-04-30T08:00:00Z,0.005224268
188,1995,2014,San Diego,2014-05-22T18:15:00Z,"Village Drive and Twin Oaks Road, San Marcos",Cocos Fire,2014-05-14T16:00:00Z,0.004863469
189,1952,2014,Los Angeles,2014-01-27T10:00:00Z,"near Morris Reservoir, north of Glendora",Colby Fire,2014-01-16T05:50:00Z,0.004758643
190,1680,2014,Kern,2014-07-21T14:45:00Z,Kelso Valley/Onyx area,Nicolls Fire ,2014-07-11T13:46:00Z,0.004095553
191,1651,2014,Modoc,2014-07-03T10:30:00Z,15 fires across the Modoc National Forest,Modoc Lightning Complex,2014-07-01T19:00:00Z,0.004024856
192,1548,2014,San Diego,2014-05-17T20:14:00Z,"off Nighthawk Lane, southwest of Rancho Bernardo",Bernardo Fire,2014-05-13T11:00:00Z,0.00377376
193,1469,2014,Modoc,2014-07-07T07:00:00Z,"Off highway 139, 15 miles north of Canby - The fire is burning on the east side of Hwy 139",Gulch Fire,2014-07-03T15:46:00Z,0.003581171
194,1457,2014,San Diego,2014-05-20T23:30:00Z,in the Talega area of Marine Corps Base Camp Pendleton,San Mateo Fire,2014-05-16T11:24:00Z,0.003551917
195,1375,2014,Shasta,2014-09-16T09:30:00Z,"On Backbone Ridge, east of Bella Vista, 15 miles northeast of Redding",Gulch Fire,2014-09-10T00:30:00Z,0.003352015
196,1080,2014,Mariposa,2014-08-20T19:00:00Z,near the Yosemite Creek Campground.,Dark Hole Fire,2014-07-17T01:00:00Z,0.002632856
197,968,2014,Orange,2014-09-22T15:00:00Z,off of Silverado Canyon Road south of Corona,Silverado Fire,2014-09-12T10:30:00Z,0.002359819
198,865,2014,Tehama,2014-01-10T18:30:00Z,"Ishi Wilderness, north of Campbellville in the Lassen National Forest",Campbell Fire,2014-01-02T20:00:00Z,0.002108722
199,677,2014,Mariposa,2014-06-02T18:30:00Z,"Hunters Valley area, near the southeast shore of Lake McClure",Hunters Fire,2014-05-26T15:33:00Z,0.00165041
200,632,2014,Santa Barbara,2014-05-19T09:20:00Z,Off Santa Miguelito Canyon Road in Lompoc,Miguelito Fire,2014-05-13T14:00:00Z,0.001540708
201,612,2014,Madera,2014-08-25T08:25:00Z,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",Junction Fire,2014-08-18T13:50:00Z,0.001491952
202,600,2014,San Diego,2014-05-17T00:00:00Z,off Poinsettia Ln & Alicante Rd in Carlsbad,Poinsettia Fire,2014-05-14T10:30:00Z,0.001462698
203,580,2014,Trinity,2014-08-28T19:00:00Z,"off Hwy 299 at Oregon Mountain Summit, near Weaverville",Oregon Fire,2014-08-24T16:36:00Z,0.001413941
204,516,2014,Siskiyou,2014-10-11T18:50:00Z,City of Weed,Boles Fire,2014-09-15T13:38:00Z,0.00125792
205,487,2014,Tuolumne,2014-06-05T20:00:00Z,"near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir",59 Fire,2014-06-04T11:45:00Z,0.001187223
206,459,2014,Placer,2014-10-15T07:50:00Z,on the eastside of Interstate 80 in the Applegate area,Applegate Fire,2014-10-08T13:33:00Z,0.001118964
207,403,2014,Mendocino,2014-09-17T16:10:00Z,"Black Bart Trail, North of Lake Mendocino",Black Fire,2014-09-13T15:48:00Z,0.000982445
208,400,2014,Monterey,2014-03-21T18:00:00Z,"Off Encinal Rd, 8 miles southeast of Salinas",Encinal Fire,2014-03-19T16:45:00Z,0.000975132
209,389,2014,Butte,2014-08-01T17:30:00Z,Web Hollow & Big Chico Creek near Forest Ranch,Web Fire,2014-07-28T13:11:00Z,0.000948316
210,380,2014,San Diego,2014-05-15T18:30:00Z,off Old Hwy 395 and I-15 in the Deer Springs area ,Highway Fire,2014-05-14T13:00:00Z,0.000926375
211,350,2014,Riverside,2014-03-16T08:30:00Z,off Ave 66 and Pierce St in Thermal,Pierce Fire,2014-03-15T16:37:00Z,0.00085324
212,333,2014,Humboldt,2014-01-08T19:15:00Z,"South of Berry Summit, west of Willow Creek",Red Fire,2014-01-04T12:00:00Z,0.000811797
213,320,2014,Madera,2014-09-22T07:15:00Z,"Courtney Lane and 7 Hills Rd, Oakhurst",Courtney Fire,2014-09-14T13:36:00Z,0.000780105
214,311,2014,Mariposa,2014-10-12T18:00:00Z,"Hwy 140 at Indian Creek, El Portal Community",Dog Rock Fire,2014-10-07T15:05:00Z,0.000758165
215,300,2014,Mariposa,2014-09-12T09:00:00Z,"Highway 49 at Harris Road, 10 miles east of Mariposa",Bridge Fire,2014-09-05T12:39:00Z,0.000731349
216,300,2014,Merced,2014-07-25T09:15:00Z,"Gun Club Rd. at the Santa Fe Canal, Gustine",Gun Club Fire,2014-07-24T12:06:00Z,0.000731349
217,274,2014,Los Angeles,2014-12-12T13:30:00Z,"18 miles north of Glendora, off Highway 39 and mile marker 28.",Tecolote Fire,2014-08-17T14:30:00Z,0.000667965
218,269,2014,Tuolumne,2014-06-06T09:30:00Z,"off La Grange Rd (J59) at Hetch Hetchy power lines, northwest shore of Don Pedro Reservoir",Hetch Hetchy Fire,2014-06-05T13:04:00Z,0.000655776
219,247,2014,Nevada,2014-09-18T18:45:00Z,Off Dog Bar Rd & Taylor Crossing Rd near Alta Sierra,Dog Bar Fire,2014-09-13T14:07:00Z,0.000602144
220,225,2014,Tehama,2014-06-13T13:50:00Z,"Rancho Tehama, southwest of Red Bluff",Tehama Fire,2014-06-13T12:23:00Z,0.000548512
221,217,2014,San Diego,2014-07-06T09:15:00Z,"Banner Grade, east of Julian",Banner Fire,2014-07-03T10:43:00Z,0.000529009
222,210,2014,Humboldt,2014-09-15T11:00:00Z,1 mile northwest of Hoopa,Bald Hill 3 Fire,2014-09-12T15:00:00Z,0.000511944
223,190,2014,Los Angeles,2014-12-12T14:00:00Z,"upper end of East Fork San Gabriel River, North of Glendora",Shoemaker Fire,2014-08-14T12:48:00Z,0.000463188
224,175,2014,Lake,2014-05-26T08:45:00Z,"Near Indian Valley Reservoir, East of Clearlake Oaks",Indian Fire,2014-05-25T12:20:00Z,0.00042662
225,143,2014,Shasta,2014-07-10T07:30:00Z,"off Hwy 299 & Dry Creek Rd, east of Bella Vista",Dry Fire,2014-07-09T13:45:00Z,0.00034861
226,130,2014,Mariposa,2014-06-13T18:30:00Z,"Highway 49 and Haigh Rd., north of Coulterville",Haigh Fire,2014-06-10T15:11:00Z,0.000316918
227,125,2014,Santa Clara,2014-07-01T08:30:00Z,Off Curie Drive south of San Jose,Curie Fire,2014-06-30T14:10:00Z,0.000304729
228,125,2014,San Diego,2014-03-11T11:00:00Z,"Off Interstate 8 & Sunrise Hwy, near Pine Valley",Gun Fire,2014-03-08T12:30:00Z,0.000304729
229,120,2014,Calaveras,2014-06-21T19:00:00Z,"off George Reed Drive and Pool Station Road, San Andreas",Reed Fire,2014-06-20T15:27:00Z,0.00029254
230,120,2014,Placer,2014-01-22T16:35:00Z,"off South Brewer Road, west of Roseville",Brewer Fire,2014-01-22T13:10:00Z,0.00029254
231,113,2014,Inyo,2014-04-21T19:15:00Z,"off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop",Bridges Fire,2014-04-19T15:54:00Z,0.000275475
232,106,2014,Fresno,2014-01-26T18:00:00Z,off Trimmer Springs Rd & Sunnyslope Rd near Pine Flat Lake ,Lake Fire,2014-01-25T06:37:00Z,0.00025841
233,105,2014,San Diego,2014-05-19T09:20:00Z,"North River Road and College Blvd., Oceanside",River Fire,2014-05-14T12:12:00Z,0.000255972
234,101,2014,Modoc,2014-08-13T06:15:00Z,"Northeast of Mud Springs, 9 miles South of Tionesta",Little Fire,2014-08-12T15:00:00Z,0.000246221
235,100,2014,Lake,2014-09-05T18:30:00Z,"off Hwy 20 & Saratoga Road, west of Upper Lake",Saratoga Fire,2014-09-03T16:03:00Z,0.000243783
236,100,2014,Riverside,2014-09-01T22:00:00Z,I-15 at Temescal Canyon Rd in Alberhill,Interstate Fire,2014-09-01T14:03:00Z,0.000243783
237,94,2014,El Dorado,2014-09-17T18:45:00Z,Mokelumne Wilderness,Irene Fire,2014-09-14T09:15:00Z,0.000229156
238,90,2014,Mariposa,2014-06-08T19:45:00Z,off Hunters Valley Road near the southeast shore of Lake McClure. ,Valley Fire,2014-06-06T17:29:00Z,0.000219405
239,85,2014,Calaveras,2014-06-24T19:00:00Z,"Oak Valley Road at Pool Station Road, south of San Andreas",Oak Fire,2014-06-22T12:37:00Z,0.000207215
240,84,2014,Nevada,2014-08-19T16:45:00Z,"off Interstate 80 at Hirschdale, east of Truckee ",Boca Fire,2014-08-18T10:00:00Z,0.000204778
241,80,2014,Santa Clara,2014-08-31T08:15:00Z,"Hwy 152 at Casa De Fruta, 10 miles east of Gilroy",Casa Fire,2014-08-28T15:10:00Z,0.000195026
242,80,2014,Contra Costa,2014-07-12T18:00:00Z,"off Marsh Creek Rd., near Aspara Drive, east of Clayton",Marsh Fire,2014-07-11T21:57:00Z,0.000195026
243,79,2014,Mariposa,2014-09-09T19:45:00Z,"Near Ponderosa Way & Tuolumne River Rd, south of Coulterville ",Montgomery Fire,2014-09-07T16:46:00Z,0.000192589
244,78,2014,Riverside,2014-07-24T09:00:00Z,Sabina Road and Ballinger Road in the community of Aguanga,Sabina Fire,2014-07-23T10:47:00Z,0.000190151
245,75,2014,Shasta,2014-07-08T18:30:00Z,"Off Cassel Road at Thrush Road, in Cassel",Cassel Fire,2014-07-05T18:44:00Z,0.000182837
246,75,2014,Monterey,2014-05-01T19:00:00Z,"San Lucas & Jolon Rd, west of King City ",San Lucas Fire,2014-04-30T14:25:00Z,0.000182837
247,72,2014,Butte,2014-07-16T08:00:00Z,"Wildlife Area - Larkin Road, west of Oroville<br><br>Road Closures: None, the Wildlife area north of the Afterbay Outlet is closed to the public.",Wildlife Fire,2014-07-14T18:00:00Z,0.000175524
248,70,2014,Tuolumne,2014-09-05T09:15:00Z,Hwy 49 & Jacksonville Rd near the community of Moccasin,Jackson Fire,2014-09-04T11:51:00Z,0.000170648
249,70,2014,Kern,2014-07-06T08:30:00Z,Southwest of Greenhorn Summit,Ranch Fire,2014-07-01T18:15:00Z,0.000170648
250,70,2014,Solano,2014-06-13T08:00:00Z,"off Rolling Hills Lane, north of Vacaville ",Norman Fire,2014-06-12T14:29:00Z,0.000170648
251,65,2014,Inyo,2014-09-21T09:00:00Z,at the base of June Mountain,June Fire,2014-09-16T19:07:00Z,0.000158459
252,62,2014,Mendocino,2014-09-22T16:30:00Z,"off Nelson Ranch Rd, 9 mile south of Ukiah",Nelson Fire,2014-09-21T16:13:00Z,0.000151145
253,60,2014,Butte,2014-01-02T07:30:00Z,off Palermo Honcut Highway and Ahart Road near the community of Honcut,Honcut Fire,2014-01-01T10:46:00Z,0.00014627
254,57,2014,Riverside,2014-03-29T17:15:00Z,Off Ave 62 and Van Buren St in Thermal,Van Buren Fire,2014-03-28T14:31:00Z,0.000138956
255,56,2014,San Diego,2014-05-20T11:30:00Z,"Naval Weapons Station, Fallbrook",Freeway Fire ,2014-05-14T17:43:00Z,0.000136518
256,50,2014,Shasta,2014-05-15T11:30:00Z,Off Perla Rd & Fiddlers Rd in Igo,Fiddler Fire,2014-05-14T14:00:00Z,0.000121891
257,48,2014,San Bernardino,2014-10-17T18:15:00Z,in Chino Hills State Park near the Bane Canyon entrance,Bane Fire,2014-10-16T14:34:00Z,0.000117016
258,47,2014,San Luis Obispo,2014-07-08T18:30:00Z,along Interlake Road between Monterey & San Luis Obispo County,Interlake Fire,2014-07-07T16:12:00Z,0.000114578
259,40,2014,Fresno,2014-06-11T07:30:00Z,"near the 16,000 block of Highway 168 near Prather",Morgan Fire,2014-06-09T15:15:00Z,9.75E-05
260,38,2014,Nevada,2014-07-08T06:56:00Z,on Hutto Rd & Keller Rd in Smartsville,Hutto Fire,2014-07-07T16:35:00Z,9.26E-05
261,37,2014,Humboldt,2014-08-02T08:00:00Z,on Hwy 36 at McClellan Mountain Rd in Dinsmore,McClellan Fire,2014-08-01T15:47:00Z,9.02E-05
262,37,2014,Stanislaus,2014-05-29T08:45:00Z,Hwy 132 and Lake Rd near LaGrange,Lake Fire,2014-05-27T11:23:00Z,9.02E-05
263,31,2014,Riverside,2014-06-07T19:00:00Z,in Bogart Park in Cherry Valley,Bogart Fire,2014-06-06T17:32:00Z,7.56E-05
264,30,2014,Siskiyou,2014-08-02T11:00:00Z,Throughout Siskiyou County,Siskiyou County Lightning Fires,2014-07-29T13:00:00Z,7.31E-05
265,30,2014,El Dorado,2014-07-09T16:45:00Z,"off Mt Aukum Rd, Somerset ",Bible Fire,2014-07-09T14:34:00Z,7.31E-05
266,29,2014,San Diego,2014-05-06T10:20:00Z,"Off Interstate 8, east of McCain Valley Rd, east of Boulevard",Jacumba Fire,2014-05-05T16:36:00Z,7.07E-05
267,27,2014,Napa,2014-09-15T14:20:00Z,"Berryessa Estates, North of Lake Berryessa",Stage Coach Fire,2014-09-11T15:14:00Z,6.58E-05
268,25,2014,Ventura,2014-09-30T15:00:00Z,off Foothill Rd near Ventura ,Foothill Fire ,2014-09-29T19:35:00Z,6.09E-05
269,25,2014,Shasta,2014-08-29T13:15:00Z,"Hyrax Road at Dersch Road, east of Redding",Leopard Fire,2014-08-29T12:21:00Z,6.09E-05
270,25,2014,Fresno,2014-06-09T19:15:00Z,near Hwy 180 & Hall Lane near Squaw Valley,Hall Fire,2014-06-11T07:30:00Z,6.09E-05
271,20,2014,El Dorado,2014-09-25T07:27:00Z,"Desolation Wilderness, 8 miles west of South Lake Tahoe",Cascade Fire,2014-09-25T18:00:00Z,4.88E-05
272,20,2014,San Diego,2014-08-17T07:45:00Z,on Kuebler Ranch near Otay Mountain,Border Fire,2014-08-16T16:22:00Z,4.88E-05
273,18,2014,Humboldt,2014-01-04T18:30:00Z,near the community of Bridgeville,Bridge Fire,2014-01-03T10:30:00Z,4.39E-05
274,15,2014,Trinity,2014-07-03T10:45:00Z,near the Trinity Pines community,West Fire,2014-07-01T03:45:00Z,3.66E-05
275,14,2014,Placer,2014-07-22T18:00:00Z,Iowa Hill Road south of Colfax,Iowa Fire,2014-07-21T14:49:00Z,3.41E-05
276,14,2014,Riverside,2014-06-04T16:30:00Z,off Santa Rosa & Rancho California Road in Temecula ,Santa Fire,2014-06-04T15:18:00Z,3.41E-05
277,10,2014,Madera,2014-12-12T13:45:00Z,Malum Ridge Road near Bass Lake,Pines Fire,2014-08-26T16:23:00Z,2.44E-05
278,6,2014,Napa,2014-08-31T18:00:00Z,City and County of Napa,South Napa Earthquake,2014-08-24T03:20:00Z,1.46E-05
280,151623,2015,Fresno,2015-11-09T12:00:00Z,5 miles North of Hume Lake and 2.5 miles to the southwest of Spanish Mountain 5,Rough Fire ,2015-07-31T19:00:00Z,0.369630986
281,77081,2015,Trinity,2015-07-31T20:25:00Z,"Near the communities of Dailey Ranch, Hoboken, Denny and Trinity Village.",River Complex,2015-07-30T22:30:00Z,0.187910317
282,69438,2015,Lake,2015-08-14T18:15:00Z,"near Morgan Valley Road and Rocky Creek Road, east of Clear Lake",Rocky Fire,2015-07-29T15:29:00Z,0.169277988
283,36503,2015,Trinity,2015-08-24T10:00:00Z,"Near the communities of Hayfork, Hyampom, and Harrison Gulch,",Fork Complex,2015-07-30T21:30:00Z,0.088988081
284,31359,2015,San Bernardino,2015-08-01T22:15:00Z,"Off Hwy 38, south of Big Bear Lake",Lake Fire,2015-06-17T15:52:00Z,0.076447888
285,30361,2015,Del Norte,2015-08-04T09:00:00Z,Gasquet area,Gasquet Complex,2015-07-31T21:00:00Z,0.074014934
286,29416,2015,Trinity,2015-08-03T14:00:00Z,Hyampom area,South Complex,2015-07-30T16:00:00Z,0.071711185
287,25118,2015,Lake,2015-08-25T06:45:00Z,"Jerusalem Valley area, northeast of Middletown",Jerusalem Fire,2015-08-09T15:34:00Z,0.061233395
288,25118,2015,Napa,2015-08-25T06:45:00Z,"Jerusalem Valley area, northeast of Middletown",Jerusalem Fire,2015-08-09T15:34:00Z,0.061233395
289,10570,2015,Lassen,2015-08-04T10:37:00Z,17 miles northeast of Ravendale,Dodge Fire,2015-08-03T14:15:00Z,0.025767855
290,7509,2015,Del Norte,2015-11-09T12:00:00Z,near Orleans,Nickowitz Fire,2015-08-01T23:23:00Z,0.01830566
291,7000,2015,Inyo,2015-02-12T07:35:00Z,Westside of Highway 395 at the Sherwin Grade,Round Fire,2015-02-06T14:07:00Z,0.017064805
292,7000,2015,Mono,2015-02-12T07:35:00Z,Westside of Highway 395 at the Sherwin Grade,Round Fire,2015-02-06T14:07:00Z,0.017064805
293,6980,2015,Tulare,2015-09-05T18:00:00Z,"Golden Trout Wilderness, Sequoia National Forest",Cabin Fire,2015-07-19T08:00:00Z,0.017016048
294,5702,2015,Madera,2015-08-13T10:30:00Z,"off of Willow Canyon Drive and Road 274, southeast of Bass Lake",Willow Fire,2015-07-25T14:30:00Z,0.013900502
295,4883,2015,Humboldt,2015-08-19T19:15:00Z,"Alder Point-Blocksburg, Southeastern Humboldt County",Humboldt Lightning Fires,2015-07-30T16:02:00Z,0.01190392
296,4863,2015,Modoc,2015-07-31T20:00:00Z,SW of Lava Campground,Frog Fire,2015-07-30T17:45:00Z,0.011855164
297,4250,2015,San Bernardino,2015-07-21T07:00:00Z,"off Interstate 15, south of Oaks Hills, in the Cajon Pass area",North Fire,2015-07-17T14:33:00Z,0.010360774
298,3676,2015,Mono,2015-08-23T17:45:00Z,north of Walker Lake & north of June Lake Loop,Walker Fire,2015-08-14T21:31:00Z,0.00896146
299,2700,2015,Alameda,2015-08-22T18:30:00Z,"off Tesla Rd near Correl Hollow, between Livermore and Tracy",Tesla Fire,2015-08-19T14:45:00Z,0.006582139
300,2446,2015,San Luis Obispo,2015-08-28T18:15:00Z,"Off Highway 101 in the Cuesta Grade, north of San Luis Obispo",Cuesta Fire,2015-08-16T18:13:00Z,0.00596293
301,2304,2015,Nevada,2015-08-12T19:15:00Z,In the Steep Hollow drainage west of Alta,Lowell Fire,2015-07-25T14:37:00Z,0.005616759
302,1850,2015,San Diego,2015-08-18T19:00:00Z,Camp Pendleton,Horno Fire,2015-08-13T13:03:00Z,0.004509984
303,1791,2015,San Luis Obispo,2015-06-24T18:30:00Z,"Park Hill Rd & Las Pilitas Rd, east of Santa Margarita",Park Hill Fire,2015-06-20T14:41:00Z,0.004366152
304,1542,2015,Trinity,2015-06-29T09:00:00Z,4 miles northwest of Hyampom,Saddle Fire ,2015-06-10T15:00:00Z,0.003759133
305,1450,2015,Merced,2015-08-01T19:00:00Z,"off Hwy 152 & San Luis Creek, west of Santa Nella ",Creek Fire,2015-07-31T21:37:00Z,0.003534852
306,1333,2015,Merced,2015-07-21T07:15:00Z,"off McCabe Rd and I-5, north of San Luis Reservoir",McCabe Fire,2015-07-18T22:27:00Z,0.003249626
307,1086,2015,Monterey,2015-09-27T18:15:00Z,Tassajara Rd at Carmel Valley Rd,Tassajara Fire,2015-09-19T15:00:00Z,0.002647483
308,1049,2015,Riverside,2015-04-24T07:30:00Z,at Hwy 71/Hwy 91 near the Prado Basin,Highway Fire,2015-04-18T18:12:00Z,0.002557283
309,1042,2015,Butte,2015-09-17T19:30:00Z,"off Lumpkin Road and Forbestown Road, Robinson Mill",Lumpkin Fire,2015-09-11T14:15:00Z,0.002540218
310,920,2015,Madera,2015-06-25T18:45:00Z,"Road 222 and Tunoi Place, north of Auberry",Corrine Fire,2015-06-18T21:00:00Z,0.002242803
311,860,2015,Butte,2015-10-04T18:40:00Z,"off Hwy 99 & Meridian Rd, north of Chico",Meridian Fire,2015-10-03T21:15:00Z,0.002096533
312,673,2015,Lake,2015-09-08T19:28:00Z,"Off of Elk Mountain Road and Mount Dinger Road, north of Upper Lake",Elk Fire,2015-09-02T14:57:00Z,0.001640659
313,670,2015,San Benito,2015-10-16T18:00:00Z,"Cienega Rd & Limekiln Rd, south of Hollister",Cienega Fire,2015-10-12T16:00:00Z,0.001633346
314,543,2015,Riverside,2015-08-15T17:30:00Z,Highway 74 east of Highway 371,Anza Fire,2015-08-10T11:44:00Z,0.001323741
315,509,2015,Mono,2015-02-20T19:00:00Z,"Point Ranch, South of Bridgeport",Van Dyke Fire,2015-02-06T16:52:00Z,0.001240855
316,500,2015,Madera,2015-06-19T08:15:00Z,"Rd 632, 2 miles from Hwy 41, Community of Calvin Crest",Sky Fire,2015-06-18T14:31:00Z,0.001218915
317,430,2015,Tulare,2015-07-26T10:30:00Z,"Globe Dr and Mountain Rd, Springville",Triple Fire,2015-07-21T12:35:00Z,0.001048267
318,415,2015,Mariposa,2015-09-11T11:00:00Z,"north rim of Yosemite Valley, east of Yosemite Falls",Tenaya Fire,2015-09-07T21:23:00Z,0.001011699
319,415,2015,Los Angeles,2015-06-26T17:00:00Z,"Southbound Interstate 5, North of Calgrove, Santa Clarita ",Calgrove Fire ,2015-06-24T13:22:00Z,0.001011699
320,400,2015,Butte,2015-08-03T17:00:00Z,"Swedes Flat Road, 3 miles north of Bangor",Swedes Fire,2015-07-29T11:25:00Z,0.000975132
321,374,2015,Los Angeles,2015-08-20T08:10:00Z,"off Lincoln Ave, in the Whittier Narrows Park, City of Montebello",Lincoln Fire,2015-08-16T13:30:00Z,0.000911748
322,355,2015,Amador,2015-07-02T06:36:00Z,"off Ione Rd & Hwy 16, east of Rancho Murietta",Ione Fire,2015-07-02T01:58:00Z,0.000865429
323,300,2015,Los Angeles,2015-08-16T20:00:00Z,Lake Hughes Rd at Warm Springs Rehab Center,Warm Fire,2015-08-16T15:30:00Z,0.000731349
324,300,2015,Alameda,2015-06-06T07:15:00Z,near Corral Hollow Road and the Alameda-San Joaquin county line.,Site Fire,2015-06-05T20:22:00Z,0.000731349
325,282,2015,Ventura,2015-08-12T08:00:00Z,"Maricopa Highway 33 & Chorro Grande Canyon, north of Ojai ",Chorro Fire,2015-08-02T13:15:00Z,0.000687468
326,275,2015,Merced,2015-05-11T12:15:00Z,off Hwy 152 near the O’Neill Forebay ,Forebay Fire,2015-05-11T10:26:00Z,0.000670403
327,242,2015,Alameda,2015-05-28T10:30:00Z,Christensen Rd and Burns Rd in the Altamont Pass area,Christensen Fire,2015-05-28T17:00:00Z,0.000589955
328,227,2015,Mendocino,2015-08-07T21:00:00Z,throughout Mendocino National Forest,Mendocino National Forest Lightning Complex,2015-07-30T14:00:00Z,0.000553387
329,215,2015,Santa Clara,2015-09-10T18:50:00Z,"off Hwy 152 at Dinosaur Point, 3 miles west of San Luis Reservoir",Pacheco Fire,2015-09-09T15:58:00Z,0.000524133
330,215,2015,Lake,2015-08-27T15:15:00Z,"off Peterson Lane and Adobe Creek Road, near Kelseyville",Peterson Fire,2015-08-22T17:30:00Z,0.000524133
331,214,2015,Orange,2015-07-15T18:45:00Z,"Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County)",241 Fire,2015-07-13T10:47:00Z,0.000521695
